epoch	hours	top1Accuracy	top5Accuracy
1	0.225433049665557	13.5520000457764	31.3560009002686
2	0.442369956175486	24.7159996032715	48.1559982299805
3	0.658896795047654	26.0100002288818	49.8300018310547
4	0.875787227749824	31.82200050354	56.9580001831055
5	1.091731270353	29.1259994506836	53.757999420166
6	1.30805020259486	30.6919994354248	55.5379981994629
7	1.5250460247861	33.2779998779297	59.1139984130859
8	1.74172835482491	32.4140014648437	58.1520004272461
9	1.9586459353235	36.7480010986328	63.0279998779297
10	2.1754735092322	38.9459991455078	64.8759994506836
11	2.3925125314792	37.2599983215332	63.1759986877441
12	2.60958832118246	44.3959999084473	70.5319976806641
13	2.82613864110576	48.4179992675781	74.015998840332
14	3.04242450224029	52.2879981994629	77.2080001831055
15	3.25948690275351	55.0719985961914	79.4919967651367
16	3.90426413880454	53.5940017700195	78.6959991455078
17	4.54273494415813	52.7879981994629	77.7519989013672
18	5.18057469765345	55.4580001831055	79.9960021972656
19	5.81783841556973	53.681999206543	77.9619979858398
20	6.45578965816233	57.5320014953613	81.379997253418
21	7.09498990462886	61.0820007324219	84.3860015869141
22	7.7339094091124	63.6759986877441	85.7900009155273
23	8.37262739850415	65.6539993286133	87.0780029296875
24	9.01077108038796	68.4339981079102	88.9059982299805
25	9.64839769025644	70.8079986572266	90.0599975585937
26	10.2855776204003	71.6660003662109	90.5
27	10.9214283980264	72.9280014038086	91.265998840332
28	11.5573375323746	73.9560012817383	91.6600036621094
29	12.6633863253064	76.0479965209961	93.0500030517578
