hours	epoch	top1Accuracy	top5Accuracy
2.2974002777777778	1	15.828299999999999	36.581199999999995
4.5887	2	29.8091	55.5604
6.877216944444444	3	37.099399999999996	63.6918
9.16470138888889	4	40.637	67.2473
11.449478055555556	5	43.3195	69.55120000000001
13.732989444444446	6	44.993599999999994	71.89489999999999
16.015538333333332	7	48.24020000000001	74.1889
18.297315	8	48.9836	75.2053
20.578351944444446	9	49.248599999999996	75.847
22.85912027777778	10	49.1151	75.07169999999999
25.14062388888889	11	48.752399999999994	74.8924
27.423053611111115	12	50.002	75.6358
29.706224166666672	13	52.3358	77.9994
31.988869722222237	14	50.91680000000001	76.987
34.27047361111113	15	52.1285	77.65270000000001
36.55131472222224	16	51.7817	77.86189999999999
38.83261805555557	17	50.94069999999999	77.0309
41.11334472222224	18	52.0926	77.85
43.394815000000015	19	54.398500000000006	79.5181
45.676915000000015	20	52.852	78.705
47.958596666666686	21	53.5914	78.9979
50.23981055555558	22	53.9122	78.97800000000001
52.52021555555557	23	53.3662	78.9003
54.80094444444447	24	54.203199999999995	79.0298
57.081949722222255	25	54.01390000000001	79.19319999999999
59.36230000000003	26	54.6038	79.6118
61.64291333333337	27	54.358700000000006	79.5161
63.92237027777781	28	54.0617	79.3886
66.20251361111114	29	54.051700000000004	79.15339999999999
68.4830766666667	30	58.0855	82.07709999999999
70.76366750000004	31	66.8686	87.7073
73.04306500000003	32	68.192	88.72770000000001
75.32256194444447	33	68.3016	88.6938
77.60144805555558	34	68.8955	89.14020000000001
79.88115083333336	35	69.6628	89.48299999999999
82.16122583333336	36	69.16449999999999	89.26780000000001
84.44052222222226	37	69.045	89.2359
86.72039694444447	38	69.8641	89.40530000000001
89.00010750000003	39	69.3519	89.3834
91.28051388888892	40	69.4376	89.5767
93.56022444444449	41	69.1048	89.1661
95.83971416666671	42	69.8003	89.6425
98.11935972222224	43	69.6927	89.54280000000001
100.39877555555557	44	69.047	89.0027
102.67889388888888	45	69.9797	89.80590000000001
104.95875083333333	46	69.7604	89.6385
107.23921388888888	47	69.2562	89.3754
109.51943555555557	48	70.03550000000001	89.61059999999999
111.79966833333333	49	69.90990000000001	89.58860000000001
114.07993333333336	50	68.7161	88.99870000000001
116.35980888888892	51	69.9	89.73209999999999
118.63984250000001	52	69.8721	89.6823
120.91875166666668	53	70.02149999999999	89.82180000000001
123.1983302777778	54	69.7385	89.6265
125.47758000000002	55	70.0614	89.9633
127.75739972222225	56	69.9857	89.69030000000001
130.0364902777778	57	69.8262	89.46709999999999
132.31586805555557	58	69.9896	89.8796
134.59554861111113	59	69.4615	89.45110000000001
136.87516000000002	60	71.1456	90.4596
139.15373250000002	61	73.94770000000001	91.9025
141.43197611111114	62	74.31439999999999	92.13170000000001
143.71103555555558	63	74.5775	92.1536
145.98969666666676	64	74.705	92.2553
148.2689416666667	65	74.75880000000001	92.34100000000001
150.54768333333334	66	74.9542	92.3609
152.82758305555558	67	75.1236	92.53030000000001
155.10745527777786	68	75.1016	92.4486
157.38717916666673	69	75.2372	92.54620000000001
159.66558444444453	70	75.28699999999999	92.52229999999999
161.94414305555563	71	75.08970000000001	92.5423
164.2222136111112	72	75.3607	92.5702
166.50009388888893	73	75.4066	92.57809999999999
168.77874361111114	74	75.5401	92.5542
171.05679944444447	75	75.5042	92.71360000000001
173.3361536111112	76	75.5062	92.70370000000001
175.61605916666673	77	75.566	92.6778
177.89618722222227	78	75.6617	92.69969999999999
180.17624194444454	79	75.4245	92.72160000000001
182.45559472222232	80	75.6577	92.6499
184.7348558333334	81	75.6358	92.76549999999999
187.01324611111116	82	75.6059	92.6359
189.29206250000007	83	75.6577	92.86909999999999
191.5700433333334	84	75.5301	92.7097
193.84853888888895	85	75.7374	92.65979999999999
196.12689166666672	86	75.4305	92.70570000000001
198.40470444444446	87	75.84100000000001	92.74549999999999
200.6834533333334	88	75.69160000000001	92.7117
202.96222944444452	89	75.6437	92.71360000000001
205.241953888889	90	75.7035	92.69569999999999
207.52108444444454	91	76.0842	92.8073
209.80091194444452	92	76.1519	92.8751
212.08088888888898	93	76.2077	92.889
214.3613336111112	94	76.1559	92.9349
216.6415175000001	95	76.1181	92.98270000000001
218.92129861111118	96	76.2376	92.9408
221.20175500000008	97	76.2775	92.93889999999999
223.48163666666676	98	76.2556	92.9408
225.76195527777787	99	76.1818	92.93889999999999
228.04161250000007	100	76.2376	92.9209
230.32172055555566	101	76.2775	92.9648
232.60105611111118	102	76.2915	92.93889999999999
234.88132083333338	103	76.2516	92.9927
237.16145361111114	104	76.3253	92.95479999999999
239.4406991666667	105	76.3791	92.95479999999999
241.72017361111114	106	76.37119999999999	92.94879999999999
243.99949777777786	107	76.421	93.0046
246.2796822222223	108	76.3154	92.9767
248.55946388888898	109	76.2536	92.9707
250.83980833333348	110	76.3811	92.9349
