epoch	hours	f1Score
1.0	1.2222222222222223	0.5294420718999999
2.0	2.4387794361111115	0.6629259586
3.0	3.631485977777778	0.7046571970000001
4.0	4.832499747222222	0.7252927423000001
5.0	6.032310483333334	0.7333766222
6.0	7.234244227777778	0.7440423965
7.0	8.43084376388889	0.7365003228
8.0	9.636467586111111	0.7488247156000001
9.0	10.83941179722222	0.7529462576
10.0	12.017341986111111	0.7505636811
11.0	13.19986848888889	0.7578932643
12.0	14.380495705555555	0.7452937961
13.0	15.606839947222223	0.7468551397
14.0	16.871066950000003	0.7499737740000001
15.0	18.105746641666666	0.7469474077
16.0	19.34076976388889	0.7395570873999999
17.0	20.575091572222224	0.7532332540000001
18.0	21.840638883333334	0.7451480627
19.0	23.013783619444443	0.7453797459999999
20.0	24.19166913333333	0.7499203086
