epoch	hours	f1Score
1.0	0.7638888888888888	0.5369029640999999
2.0	1.5238381055555557	0.6606892943
3.0	2.2855751	0.700419426
4.0	3.0448481305555557	0.7229908705
5.0	3.806446388888889	0.731013
6.0	4.5750864	0.7370445132
7.0	5.346703258333334	0.7413719296
8.0	6.100346997222223	0.7419972420000001
9.0	6.875142355555556	0.7433483601
10.0	7.635886186111111	0.7522723079000001
11.0	8.400275022222223	0.7480614781
12.0	9.155176827777778	0.7458581328
13.0	9.925489547222222	0.7533331513
14.0	10.686481111111112	0.7475237845999999
15.0	11.456672177777778	0.7479085326
16.0	12.2201189	0.7473703623000001
17.0	12.98636212777778	0.7473963498999999
18.0	13.740038991666667	0.7425966859
19.0	14.510980966666667	0.743711412
20.0	15.274301269444447	0.7403876781000001
