epoch	hours	f1Score
1.0	0.8055555555555556	0.5176095963
2.0	1.5850331888888887	0.677606225
3.0	2.3694990000000002	0.7025424838
4.0	3.1551142472222224	0.7252373098999999
5.0	3.925348155555555	0.7322474122
6.0	4.7167089805555555	0.7408162355
7.0	5.4973151555555555	0.7418085932999999
8.0	6.289339588888888	0.7424497604000001
9.0	7.071869038888889	0.7441287041
10.0	7.856016452777778	0.7506836056999999
11.0	8.64414346388889	0.748476088
12.0	9.428505216666668	0.7524867654
13.0	10.206306269444445	0.7522687316
14.0	10.990902519444443	0.7523713112
15.0	11.778321580555554	0.7530024648
16.0	12.556408722222223	0.7506126165000001
17.0	13.3469894	0.749278605
18.0	14.128753533333333	0.7416918873999999
19.0	14.91343974722222	0.7463803887
20.0	15.700719038888888	0.7426208854
