epoch	hours	f1Score
1.0	0.7305555555555555	0.5541397929
2.0	1.4544768583333332	0.6730926633
3.0	2.181263772222222	0.7070167661
4.0	2.9134816444444445	0.7228828668999999
5.0	3.637401205555556	0.7343043089
6.0	4.365773322222222	0.7424375415000001
7.0	5.099854847222222	0.7470619678
8.0	5.816364536111112	0.7439453006
9.0	6.543857750000001	0.7451776862
10.0	7.272412122222222	0.7461887598
11.0	8.004540555555556	0.7420569658
12.0	8.727590316666666	0.7524165510999999
13.0	9.457659655555556	0.7502983809
14.0	10.174538636111109	0.7451966405
15.0	10.916049969444444	0.7399509549
16.0	11.636874227777778	0.7490593791
17.0	12.362902072222223	0.7501738070999999
18.0	13.084996930555555	0.7445390223999999
19.0	13.815282294444446	0.7494590281999999
20.0	14.545855733333333	0.7396865487000001
