epoch	hours	top1Accuracy
0	0.00023375	41.98
1	0.00045956	51.78
2	0.00072969	59.68
3	0.00097648	64.11
4	0.00120732	48.61
5	0.00144344	64.78
6	0.00168731	69.81
7	0.00193842	78.86
8	0.00215483	66.83
9	0.00237532	75.18
10	0.00260941	83.95
11	0.00285282	79.28
12	0.00307478	87.06
13	0.00329926	82.55
14	0.00352224	83.81
15	0.00374326	85.22
16	0.00397138	81.41
17	0.00419017	84.53
18	0.00442065	87.43
19	0.00463773	86.86
20	0.00485967	84.91
21	0.00508672	88.99
22	0.00531674	88.80
23	0.00553700	88.52
24	0.00575410	89.34
25	0.00597698	90.73
26	0.00620254	91.16
27	0.00642114	90.67
28	0.00664747	91.62
29	0.00687097	90.81
30	0.00709896	92.18
31	0.00732510	93.28
32	0.00754910	92.86
33	0.00777124	94.02
34	0.00800319	94.04
