epoch	hours 	top1Accuracy
1	0.011362	43.18
2	0.022116	48.73
3	0.033042	62.68
4	0.043873	72.23
5	0.054736	75.19
6	0.065565	75.32
7	0.076435	75.55
8	0.087243	75.97
9	0.09801	79.17
10	0.108827	76.8
11	0.11968	80.94
12	0.130474	74.81
13	0.141242	79.23
14	0.152054	82.19
15	0.16279	82
16	0.173604	83.95
17	0.184363	81.19
18	0.19515	80.32
19	0.205893	75.35
20	0.216687	83.19
21	0.227429	80.91
22	0.2382	81.98
23	0.248971	83.32
24	0.259758	83.33
25	0.270504	84.87
26	0.281249	83.7
27	0.292005	82.74
28	0.302794	82.04
29	0.313624	84.13
30	0.324423	83.11
31	0.335181	80.18
32	0.346	86.58
33	0.356738	83.1
34	0.367515	84.37
35	0.378238	82.84
36	0.389029	85.14
37	0.399788	82.02
38	0.410588	80.07
39	0.421345	80.69
40	0.432124	84.89
41	0.442903	82.59
42	0.453706	86.24
43	0.46442	83.13
44	0.475256	85.59
45	0.485996	84.31
46	0.496739	83.18
47	0.507516	79.78
48	0.518223	84.96
49	0.528942	86.1
50	0.539676	83.96
51	0.550389	93.18
52	0.56111	93.3
53	0.571845	93.73
54	0.582607	93.65
55	0.593383	94.05
56	0.604185	94.06
57	0.614947	93.95
58	0.625721	93.38
59	0.636423	93.88
60	0.647185	93.85
61	0.65788	93.7
62	0.66867	93.58
63	0.679454	93.65
64	0.690184	93.46
65	0.7009	93.94
66	0.71166	93.53
67	0.722403	93.75
68	0.733192	93.68
69	0.743942	92.66
70	0.754728	93.3
71	0.765495	93.78
72	0.776267	92.92
73	0.787046	93.05
74	0.797825	92.95
75	0.808641	92.79
76	0.819434	93.24
77	0.83018	93.03
78	0.840943	93.57
79	0.851714	92.93
80	0.862505	92.72
81	0.873302	93.06
82	0.88411	92.62
83	0.894921	92.6
84	0.905743	92.31
85	0.916547	93.09
86	0.927372	92.5
87	0.938169	92.41
88	0.949003	93.11
89	0.959776	91.9
90	0.970561	93.06
91	0.981376	92.42
92	0.992091	92.07
93	1.00284	92.56
94	1.01361	92.92
95	1.024393	92.04
96	1.035096	92.93
97	1.045901	92.83
98	1.056667	92.31
99	1.067424	92.65
100	1.078226	91.35
101	1.088998	94.3
102	1.099812	94.52
103	1.11059	94.57
104	1.121403	94.66
105	1.132209	94.74
106	1.142908	94.69
107	1.153725	94.89
108	1.164527	94.72
109	1.175282	94.8
110	1.18608	94.88
111	1.196856	94.92
112	1.207699	94.85
113	1.218488	94.91
114	1.229263	94.86
115	1.240057	94.95
116	1.250852	94.97
117	1.261652	95.14
118	1.272445	94.96
119	1.283217	95.06
120	1.293967	94.99
121	1.304745	95.11
122	1.315532	94.97
123	1.326334	94.94
124	1.337085	94.97
125	1.347849	94.9
126	1.358609	95.03
127	1.369363	95.02
128	1.380128	94.98
129	1.390893	94.96
130	1.40164	95.05
131	1.412419	95.03
132	1.423187	95.14
133	1.433959	95.06
134	1.444736	94.92
135	1.455548	95.11
136	1.466309	95.1
137	1.477079	95.07
138	1.487862	95.01
139	1.498652	95.08
140	1.509439	95.11
141	1.520245	94.97
142	1.531057	94.93
143	1.541845	95.11
144	1.552622	95.12
145	1.563431	95.12
146	1.574187	95.1
147	1.585001	95.2
148	1.595741	95.17
149	1.606542	95.18
150	1.617325	95.13
151	1.628121	95.05
152	1.638887	95.14
153	1.649668	95.11
154	1.660472	95.22
155	1.671258	95.12
156	1.682049	95.07
157	1.692863	95.11
158	1.703717	95.17
159	1.714503	95.15
160	1.725295	95.09
161	1.736103	95.17
162	1.746867	95.08
163	1.757659	95.16
164	1.768454	95.08
165	1.779255	95.13
166	1.790038	95.1
167	1.800847	95.15
168	1.81164	95.15
169	1.822378	95.14
170	1.833184	95.14
171	1.843981	95.11
172	1.854724	95.12
173	1.865457	95.08
174	1.87619	95.13
175	1.88698	95.22
176	1.897739	95.1
177	1.908525	95.11
178	1.919289	95.1
179	1.930048	95.2
180	1.940783	95.1
181	1.951538	95.12
182	1.962335	95.13
183	1.973104	95.1
184	1.983872	95.13
185	1.994691	95.12
186	2.005512	95.14
187	2.016308	95.17
188	2.027139	95.14
189	2.03794	95.16
190	2.048741	95.12
191	2.059552	95.23
192	2.070353	95.29
193	2.081153	95.15
194	2.091864	95.18
195	2.102622	95.16
196	2.113429	95.28
197	2.124143	95.17
198	2.134957	95.07
199	2.145689	95.17
200	2.156416	95.15
