epoch	hours	top1Accuracy
1	0.6086111111111111	35.809999999999995
2	1.201111111111111	52.470000000000006
3	1.8094444444444444	64.74
4	2.441388888888889	66.58
5	3.073888888888889	70.06
6	3.676111111111111	75.39
7	4.295833333333333	68.78
8	4.913888888888889	70.55
9	5.527777777777778	70.81
10	6.141111111111111	78.86
11	6.821111111111111	74.69
12	7.472777777777778	75.09
13	8.080277777777777	78.8
14	8.707222222222223	72.77
15	9.363055555555556	60.12
16	10.015833333333333	75.0
17	10.6925	75.86
18	11.32	80.17
19	11.922222222222222	80.92
20	12.522777777777778	82.4
21	13.141388888888889	74.72
22	13.738888888888889	81.67
23	14.335833333333333	77.64
24	14.94111111111111	72.44
25	15.530555555555555	72.55
26	16.118055555555557	71.59
27	16.703055555555554	81.0
28	17.28527777777778	58.53
29	17.86888888888889	72.55
30	18.448333333333334	81.1
31	19.035	77.94
32	19.618333333333332	79.25999999999999
33	20.198055555555555	80.38
34	20.7825	79.34
35	21.360833333333332	76.23
36	21.933055555555555	79.94
37	22.505277777777778	78.48
38	23.094166666666666	81.42
39	23.679166666666667	81.97
40	24.266666666666666	81.73
41	24.854444444444443	72.85000000000001
42	25.444166666666668	73.77
43	26.02722222222222	83.49
44	26.595833333333335	74.89
45	27.176388888888887	79.56
46	27.749444444444446	76.01
47	28.328055555555554	78.32000000000001
48	28.905277777777776	77.86999999999999
49	29.485833333333332	84.0
50	30.0875	74.39
51	30.705833333333334	78.93
52	31.29861111111111	83.7
53	31.905555555555555	83.15
54	32.500277777777775	80.8
55	33.10666666666667	81.26
56	33.71388888888889	81.14
57	34.31611111111111	80.97999999999999
58	34.93388888888889	82.7
59	35.52111111111111	81.82000000000001
60	36.11611111111111	74.29
61	36.71055555555556	83.28999999999999
62	37.285833333333336	82.38
63	37.875	79.52
64	38.45027777777778	83.13000000000001
65	39.038333333333334	84.06
66	39.618611111111115	81.17
67	40.20361111111111	85.22999999999999
68	40.77861111111111	80.75
69	41.37083333333333	79.62
70	41.96194444444444	80.22
71	42.52611111111111	84.77
72	43.096111111111114	82.62
73	43.655277777777776	80.97999999999999
74	44.215	81.64
75	44.77444444444444	85.53
76	45.34111111111111	82.8
77	45.90638888888889	78.39
78	46.46472222222222	80.55
79	47.06805555555555	80.44
80	47.65027777777778	79.5
81	48.23444444444444	81.35
82	48.876666666666665	82.7
83	49.47361111111111	82.05
84	50.04527777777778	80.87
85	50.63388888888889	83.63000000000001
86	51.196666666666665	84.32
87	51.76166666666666	82.66
88	52.32416666666666	80.87
89	52.89194444444445	85.67
90	53.46527777777778	84.1
91	54.05305555555555	75.08
92	54.645833333333336	92.13
93	55.22472222222222	92.52
94	55.79055555555556	92.84
95	56.34527777777778	92.85
96	56.90555555555556	92.95
97	57.48694444444445	92.84
98	58.06388888888889	92.86999999999999
99	58.65972222222222	92.69
100	59.259166666666665	93.08
101	59.85666666666667	92.78999999999999
102	60.451388888888886	92.69
103	61.044444444444444	92.78
104	61.6375	92.86
105	62.22944444444445	92.39
106	62.8175	92.67
107	63.405277777777776	92.77
108	63.99444444444445	92.43
109	64.59027777777777	92.75999999999999
110	65.18305555555555	91.91
111	65.775	92.75999999999999
112	66.36666666666666	91.93
113	66.98444444444445	91.4
114	67.57666666666667	91.99000000000001
115	68.16388888888889	91.81
116	68.74972222222222	92.4
117	69.33777777777777	91.67
118	69.93055555555556	92.32000000000001
119	70.5275	91.47999999999999
120	71.14055555555555	90.97
121	71.72833333333334	91.92
122	72.32805555555555	91.96
123	72.94111111111111	91.53999999999999
124	73.54916666666666	92.03
125	74.14305555555555	91.43
126	74.73694444444445	90.41
127	75.34611111111111	90.86999999999999
128	75.95027777777777	91.83
129	76.55305555555556	91.11
130	77.15333333333334	91.67
131	77.74666666666667	91.42
132	78.3386111111111	91.92
133	78.93222222222222	91.21000000000001
134	79.54861111111111	91.58
135	80.14916666666667	92.3
136	80.74527777777777	89.53
137	81.33583333333333	93.57
138	81.92833333333333	93.85
139	82.54583333333333	93.91000000000001
140	83.16416666666667	93.65
141	83.77805555555555	94.05
142	84.38972222222222	93.91000000000001
143	85.00194444444445	94.08
144	85.63333333333334	93.93
145	86.24666666666667	94.01
146	86.86611111111111	94.03
147	87.49333333333334	93.92
148	88.13777777777777	93.87
149	88.78083333333333	93.97999999999999
150	89.41083333333333	94.01
151	90.025	93.89
152	90.57888888888888	94.15
153	91.13972222222222	93.97999999999999
154	91.6975	93.91000000000001
155	92.26611111111112	94.05
156	92.825	94.01
157	93.38416666666667	94.08999999999999
158	93.93722222222222	93.9
159	94.49111111111111	93.9
160	95.04944444444445	94.07
161	95.61305555555556	93.96
162	96.17694444444444	94.02000000000001
163	96.7375	94.03
164	97.29666666666667	94.01
165	97.8625	93.89
166	98.42555555555556	94.14
167	98.98555555555555	94.06
168	99.54138888888889	94.08999999999999
169	100.09833333333333	94.21000000000001
170	100.6536111111111	94.03
171	101.20805555555556	94.01
172	101.76555555555555	94.23
173	102.31944444444444	94.07
174	102.8675	94.07
175	103.42833333333333	94.19
176	103.98611111111111	94.15
177	104.54138888888889	94.24
178	105.10805555555555	94.23
179	105.66805555555555	94.37
180	106.22944444444444	94.15
181	106.78972222222222	94.04
